Rice Variety	ROS	OSRMC	SUB1A	CAT	SNCA3	Stress_Condition
VGD 59	2.04	2.11	2.64	2	2.5	Healthy
PQR-303	1.913698599	1.915069625	2.410561977	3.011484822	3.443366689	Salinity_Stress
ABC-101	2.851156542	3.355635133	2.98081939	2.911730626	2.532750676	Drought_Stress
Swarna	2.659532741	2.644206404	2.555188981	3.104850187	3.282738197	Salinity_Stress
ASD 16	3.433251622	2.966717499	2.121255668	2.979649237	3.054501486	Salinity_Stress
ADT 37	2.973706433	3.404098559	2.679867671	2.781236481	3.403407835	Drought_Stress
IR 20	2.960896948	3.654820919	1.937752166	2.936993664	2.679060918	Drought_Stress
ABC-101	2.254963722	2.184129435	1.951420409	2.425435419	2.708368749	Healthy
IR 36	3.346354165	2.439792433	2.5059339	3.079704033	3.283200292	Salinity_Stress
ABC-101	2.125048291	2.727872457	2.609521727	2.147492649	2.82511869	Healthy
BPT 5204 (Sona Masuri)	3.362463599	3.403393807	2.327767462	3.163744454	2.451619558	Drought_Stress
IR 64	2.438232285	2.079738046	2.664410135	2.415277594	2.449897526	Healthy
IR 64	3.19010454	3.244368166	2.058200725	2.056599025	3.27440784	Drought_Stress
IR 36	3.03	3.37	2.05	3.17	3.46	Salinity_Stress
BPT 5204 (Sona Masuri)	2.659146148	2.373239682	2.98369253	3.195081614	3.246578312	Salinity_Stress
IR 20	2.455392578	1.868286671	2.586654985	2.038097991	2.868467287	Healthy
TRY 1 (Trichy 1)	1.843932738	2.362593214	2.071237411	2.288302308	2.814143772	Healthy
ASD 16	1.829737428	2.639699258	2.548652036	2.545941865	2.569428591	Healthy
TRY 3 (Trichy 3)	2.120929504	2.284863834	2.785695256	2.45460975	2.531822559	Healthy
PQR-303	2.31986515	2.972925783	2.108687513	3.151433466	3.319395375	Salinity_Stress
ADT 43	2.446589382	1.843159048	2.952234533	2.031016651	2.804812795	Healthy
ASD 16	3.282787857	3.081505408	2.245364341	2.125729364	2.967359355	Drought_Stress
XYZ-202	2.9	3.33	2.21	2.67	3.32	Drought_Stress
TKM 9	2.078820547	2.323326781	2.024425882	2.05685052	2.791528546	Healthy
IR 50	2.244153924	1.975980563	2.200570535	2.523235477	2.793922181	Healthy
ADT 43	2.140868435	1.879284457	2.928743993	2.446165866	2.67619424	Healthy
IR 20	2.479625971	2.150522469	2.011295728	2.134710264	2.456772301	Healthy
Swarna	2.776611367	3.180643343	2.418381776	2.842468358	3.217120167	Salinity_Stress
PQR-303	3.198902523	3.390935087	1.968183955	2.225797831	3.358841574	Drought_Stress
ASD 16	2.121323693	2.475374162	2.28057204	2.288466803	2.935104975	Healthy
VGD 59	2.043535718	2.11331637	2.634005102	2.002316482	2.524073157	Healthy
Swarna	2.32	2.01	2.62	2.7	2.86	Healthy
IR 20	3.020612155	3.32519052	2.466902192	2.697571621	2.585377888	Drought_Stress
Pusa Basmati 1	1.93	1.95	2.34	2.48	2.44	Healthy
Jaya	3.09326286	3.46633662	1.960462957	2.979449207	3.443389723	Drought_Stress
White Ponni	2.268406795	2.791979047	2.02816387	2.346957707	2.777379385	Healthy
ADT 43	3.186907112	2.969827427	2.862373001	2.84532868	3.100401758	Salinity_Stress
IR 36	1.894338145	2.696971743	2.389601078	2.015673038	2.63928638	Healthy
Jaya	3.097014486	2.317912172	2.09644531	3.114978901	3.046548438	Salinity_Stress
TRY 3 (Trichy 3)	3.334269626	3.570002881	2.317238257	2.474951128	2.933125562	Drought_Stress
ADT 37	3.390684668	3.329346365	2.144728503	2.444967724	2.964228126	Drought_Stress
TRY 1 (Trichy 1)	2.35	2.24	2.12	2.45	2.69	Healthy
IR 36	3.088939843	3.65196027	2.630007919	2.482327277	3.004347713	Drought_Stress
IR 36	3.400224332	3.065722217	2.435625657	2.797848298	3.131071889	Salinity_Stress
TRY 1 (Trichy 1)	2.497363022	1.880655322	2.650405329	2.655930206	2.719126408	Healthy
ADT 45	2.811183976	3.317705324	2.267243618	3.016832408	2.478666395	Drought_Stress
LMN-404	2.44843047	2.741430241	2.299972583	2.56473731	3.022112816	Healthy
IR 50	1.83	2.69	2.22	2.1	2.49	Healthy
XYZ-202	3.194833935	3.162409532	2.508339073	2.396221024	2.743155367	Drought_Stress
BPT 5204 (Sona Masuri)	2.059110666	2.643088905	2.385974564	2.545533808	2.865172412	Healthy
TRY 1 (Trichy 1)	2.347593745	2.226102809	2.107905401	2.45301618	2.686094989	Healthy
IR 64	2.479388148	2.636001615	2.251432096	2.435283875	2.594403024	Healthy
VGD 59	2.51	2.86	2.23	3.16	3.06	Salinity_Stress
White Ponni	2.560873647	1.887948144	2.941241168	2.931047732	3.164784186	Salinity_Stress
IR 64	2.8	3.05	2.99	2.84	2.66	Drought_Stress
ADT 45	2.320226709	3.440887516	2.792846418	2.928119183	3.214214591	Salinity_Stress
ADT 45	2.23	2.37	1.94	2.56	2.85	Healthy
XYZ-202	3.40710975	3.328133403	2.827226006	2.5589523	2.46758852	Drought_Stress
Pusa Basmati 1	2.711322152	3.732091477	2.678336566	3.117955457	3.281822472	Salinity_Stress
ADT 43	3.135346234	2.368223863	2.449222794	3.020359558	3.359503755	Salinity_Stress
XYZ-202	2.811715258	3.07718974	2.738369246	2.484575668	2.732519567	Drought_Stress
IR 64	3.371092392	3.566301756	2.417952025	2.940702632	3.449227991	Salinity_Stress
ABC-101	1.84157213	1.848580375	2.773181476	3.183201557	2.999476675	Salinity_Stress
CO 43	3.19	2.33	2.06	3	3.16	Salinity_Stress
MDU 5	2.91	3.18	1.95	2.39	3.2	Drought_Stress
ASD 16	2.46	2.46	2.63	2.48	2.87	Healthy
ADT 45	2.782661128	3.152922319	2.440568367	2.843323725	3.214007112	Salinity_Stress
IR 36	2.379800167	1.943186171	2.188606831	2.652284398	2.561987844	Healthy
LMN-404	2.07	2.63	2.19	2.34	2.48	Healthy
BPT 5204 (Sona Masuri)	2.28	2.28	2.96	2.53	2.84	Healthy
ADT 45	2.898001439	3.603701965	2.381513449	2.136807743	2.914859169	Drought_Stress
TRY 1 (Trichy 1)	2.961589292	3.519038256	2.822901856	2.503727971	2.97432866	Drought_Stress
ASD 16	3.25	3.06	2.37	2.33	3.18	Drought_Stress
Swarna	2.7551861	3.128601383	2.360359609	3.18883037	3.392635633	Salinity_Stress
Swarna	2.308276194	2.341301514	2.011143456	2.382961304	2.589853701	Healthy
ASD 16	1.896715765	2.636227966	2.104636506	2.058065941	2.757662649	Healthy
IR 64	2.282314067	2.812714578	2.896940374	2.636428791	2.731887087	Healthy
Pusa Basmati 1	2.483462172	1.810968835	2.773641983	2.151169871	2.567073457	Healthy
IR 64	3.179042267	3.736297118	2.777180995	2.039198312	2.954562233	Drought_Stress
TRY 1 (Trichy 1)	2.527804684	2.830263383	2.77212224	2.906673177	3.380036653	Salinity_Stress
TKM 9	2.32	2.46	2.86	2.13	2.68	Healthy
Pusa Basmati 1	2.244324878	3.724761037	2.42664804	3.166013612	3.2439689	Salinity_Stress
ABC-101	3.45	3.01	2.26	2.43	2.79	Drought_Stress
ADT 37	3.449136051	3.38355464	2.96444612	2.939766961	3.45754363	Drought_Stress
PQR-303	2.09	2.31	2.26	2.86	3.37	Salinity_Stress
MDU 5	3.243513398	2.711201473	2.94808082	2.827574478	3.42905081	Salinity_Stress
ASD 16	2.912395335	1.997785235	2.176425318	2.827756927	3.386976682	Salinity_Stress
Swarna	2.04	2.5	2.21	3.14	3.22	Salinity_Stress
PQR-303	2.068087867	2.286621609	2.801608814	2.028293438	2.833349767	Healthy
ADT 45	3.34	3.37	2.02	2.2	2.82	Drought_Stress
LMN-404	3.422178919	2.818039805	2.879643823	2.969929767	3.482497542	Healthy
PQR-303	3.47195981	3.303870989	2.621268107	2.101975992	2.52414265	Drought_Stress
TRY 1 (Trichy 1)	3.25	3.73	2.64	2.17	2.73	Drought_Stress
ASD 16	2.802572296	3.17234012	2.442002494	2.36192072	2.892193396	Drought_Stress
ADT 43	3.426327133	3.362109297	2.277339238	2.579004202	3.06593129	Drought_Stress
TRY 1 (Trichy 1)	2.992496644	3.504252545	2.542866994	2.554042798	2.787429175	Drought_Stress
IR 50	2.087162255	2.157026985	2.350643359	3.043641632	3.45063471	Salinity_Stress
TKM 9	2.82691664	3.278051474	2.597471667	2.034002779	2.480465524	Drought_Stress
IR 64	2.433378775	2.574974953	2.265116242	2.790261253	3.028487256	Salinity_Stress
LMN-404	3.49	3.4	2.12	2.92	3.16	Drought_Stress
MDU 5	3.18	2.16	2.22	3.15	3.16	Salinity_Stress
ABC-101	2.342293841	2.510119813	2.72374952	2.448538512	2.675767276	Healthy
ADT 45	3.167227608	3.377204384	2.720904712	3.109094743	3.272572127	Salinity_Stress
LMN-404	2.992966338	2.011777005	2.427045953	3.069009426	3.455367091	Salinity_Stress
IR 50	3.173452004	3.350423549	2.743572281	2.812019494	3.352704552	Drought_Stress
XYZ-202	3.219268843	3.02373071	2.12809588	2.997689777	3.217376408	Drought_Stress
Jaya	1.975167623	2.355705342	2.881212261	2.341608851	2.954100302	Healthy
ADT 43	3.03689425	3.80583901	2.942011528	2.947072525	3.342138942	Salinity_Stress
ADT 45	3.386058826	3.35224396	2.491460155	3.004453157	2.619392146	Drought_Stress
ASD 16	1.830259543	2.130131936	2.019243604	2.044434501	2.507569868	Healthy
IR 64	3.481887	3.035470566	2.366944467	2.60236186	2.480292098	Drought_Stress
CO 43	3.192550444	3.341159643	2.313902049	2.385405879	2.723515067	Healthy
IR 36	3.38	2.53	2.74	3.08	3.37	Salinity_Stress
IR 36	2.068653631	2.528181077	2.305452101	2.574428596	2.707648475	Healthy
CO 43	2.324640098	2.70567046	2.908832199	3.042873184	3.146911845	Salinity_Stress
ABC-101	3.432297881	3.051733407	2.623627363	3.160403527	2.530399769	Drought_Stress
IR 20	3.168979676	3.241322059	2.853808207	2.150390502	2.607389178	Drought_Stress
IR 50	2.143267553	2.831286362	2.817090947	2.888374541	3.184619882	Salinity_Stress
IR 64	3.222242495	3.606128586	2.901465686	2.963577931	3.394972061	Drought_Stress
Jaya	2.97	1.84	2.9	2.99	3.26	Salinity_Stress
TKM 9	2.34120682	1.932051397	2.08194705	2.823213143	3.389647581	Salinity_Stress
Pusa Basmati 1	2.6	2.94	2.99	3.13	3.29	Salinity_Stress
VGD 59	2.25252373	2.230730784	2.174883959	2.071768812	2.993222863	Healthy
IR 50	2.263663356	1.993442481	2.18839553	2.533723361	2.771235556	Healthy
BPT 5204 (Sona Masuri)	3.09	3.32	2.57	2.84	3.34	Salinity_Stress
IR 64	2.924416871	3.548426474	2.760258671	2.754351335	2.935326164	Drought_Stress
ADT 45	2.740674983	3.744554953	2.645055323	2.985017534	3.102601716	Salinity_Stress
Swarna	2.166180399	1.916767061	2.768501935	2.42195638	2.430451527	Healthy
IR 64	2.757457485	2.291371591	2.364321834	2.948190108	3.168732934	Salinity_Stress
ADT 45	2.040968264	1.858435794	2.583566875	2.249949108	2.422745436	Healthy
Jaya	2.488510929	2.724334752	1.931884565	2.035613407	2.391181052	Healthy
CORH 3 (Hybrid Rice)	3.196084565	3.37655455	2.807355818	2.141107874	2.542048606	Drought_Stress
ADT 43	3.129737515	3.611687043	2.454872106	2.807306392	3.351583564	Salinity_Stress
ADT 43	3.338703941	2.820530607	2.275052605	2.832883662	3.001136958	Salinity_Stress
ADT 37	2.450778703	1.996240312	2.840000693	2.230998209	2.433971796	Healthy
BPT 5204 (Sona Masuri)	2.34168087	1.901743631	2.536390131	2.266301687	2.564043978	Healthy
TRY 3 (Trichy 3)	3.40203313	3.209155067	2.540354256	2.881686984	3.365171286	Drought_Stress
IR 36	3.103194379	2.098446178	2.781254263	3.076455718	3.394404859	Salinity_Stress
Swarna	2.183573612	2.164943023	2.128184257	3.004904999	3.312216071	Salinity_Stress
ADT 43	3.169613274	3.388885731	1.995112728	2.892207447	3.084846533	Drought_Stress
Swarna	1.983011787	3.130737556	2.345947927	2.963973296	3.064564333	Salinity_Stress
Swarna	1.893223017	1.991911641	2.723345122	2.16149345	2.896443897	Healthy
PQR-303	3.419147616	3.375387772	1.996411269	2.154908225	3.002620718	Drought_Stress
CO 43	3.236944874	1.965205821	2.642235021	3.02403974	3.415165899	Salinity_Stress
TRY 3 (Trichy 3)	2.143695142	1.937278304	1.957308936	2.466604922	2.799790272	Healthy
CORH 3 (Hybrid Rice)	1.843080076	2.023902764	2.873248226	3.026777886	3.466578766	Salinity_Stress
ADT 37	2.78	2.94	2.19	2.9	3.02	Salinity_Stress
CORH 3 (Hybrid Rice)	3.09	3.44	2.71	2.93	3.42	Salinity_Stress
TKM 9	3.303644807	3.7306238	1.887246081	2.505116692	2.999344559	Drought_Stress
BPT 5204 (Sona Masuri)	3.426179263	3.550045236	2.466214412	2.154033895	3.495354603	Drought_Stress
Swarna	2.233172869	3.540132101	1.916757389	2.982631202	3.379304098	Salinity_Stress
TRY 1 (Trichy 1)	2.970271857	3.553020374	2.831041873	2.508003446	2.982175946	Drought_Stress
BPT 5204 (Sona Masuri)	2.22	2.39	1.94	2.14	2.74	Healthy
IR 20	2.136064535	2.398735324	2.602063243	2.627443807	2.632833687	Healthy
BPT 5204 (Sona Masuri)	3.48	3.78	2.55	2.13	3.17	Drought_Stress
MDU 5	3.206161998	2.600610922	2.109475255	3.147195206	3.361666907	Salinity_Stress
IR 64	2.224064468	2.310470256	2.389029546	2.293345613	2.757254741	Healthy
VGD 59	1.936164485	2.122160285	2.521056563	2.922640973	3.283881809	Salinity_Stress
IR 36	2.84	3.14	1.92	3.08	2.81	Drought_Stress
VGD 59	2.851433041	3.517539698	2.262903045	2.076453374	2.531068746	Drought_Stress
ADT 43	3.443028734	3.599937523	2.564052233	3.092894887	3.162056622	Salinity_Stress
IR 20	2.256824031	1.833906228	2.827275127	2.641432649	2.858439751	Healthy
TRY 3 (Trichy 3)	2.14035537	1.92758803	1.97183993	2.470129852	2.810847396	Healthy
IR 64	3.318352213	2.24407123	2.301257562	3.058841153	3.407643063	Salinity_Stress
TRY 1 (Trichy 1)	2.335774615	2.285731957	2.8274399	2.572810046	3.002981104	Healthy
IR 20	3.404744374	3.138945876	2.832218273	2.608614339	2.943559885	Drought_Stress
LMN-404	3.026698883	3.372609201	2.458343309	2.698369082	2.591680981	Drought_Stress
ASD 16	2.177265728	2.465325418	2.276348616	2.28123656	2.928969676	Healthy
TRY 3 (Trichy 3)	2.6063246	2.04150667	1.938086536	2.9940532	3.476651378	Salinity_Stress
ASD 16	3.342968846	3.243219242	2.4101334	2.344217573	2.532372948	Drought_Stress
ADT 37	3.383865986	3.218566875	2.119289867	2.398821114	2.981572532	Drought_Stress
CO 43	2.968325866	2.75701616	2.751171953	3.026703749	3.390283312	Salinity_Stress
XYZ-202	2.198617518	2.042736208	2.931634663	2.368015613	2.621086818	Healthy
BPT 5204 (Sona Masuri)	2.36	2.68	2.06	2.93	3.49	Salinity_Stress
Pusa Basmati 1	3.228963118	3.796434858	1.942597761	2.587108985	3.21422115	Drought_Stress
White Ponni	2.829692564	3.664346849	2.156592036	2.875965068	3.388815403	Salinity_Stress
LMN-404	3.16	3.03	2.67	2.92	3.36	Drought_Stress
VGD 59	2.942933688	3.051051958	2.433449219	2.685089799	2.644594978	Drought_Stress
XYZ-202	3.29	2.53	2.91	2.9	3.23	Salinity_Stress
IR 20	3.428155657	3.524553307	1.954465022	2.263745486	3.071814354	Drought_Stress
IR 64	2.47	2.88	2.05	3.1	3.03	Salinity_Stress
Jaya	2.240772291	1.871635579	2.816435291	2.146813336	2.874770189	Healthy
PQR-303	3.401565014	2.654351605	2.708612367	3.020965568	3.013228836	Healthy
XYZ-202	3.205796032	2.647433752	1.952073318	3.099188943	3.395669858	Salinity_Stress
ADT 37	3.084961326	1.939110636	2.763240533	3.032877634	3.063851076	Salinity_Stress
TKM 9	2.242224051	2.740501289	2.253081899	2.872535522	3.116176062	Salinity_Stress
Jaya	3.269367932	2.997466537	2.097553547	2.835373575	2.840902481	Drought_Stress
ADT 43	2.151308141	2.231833732	2.471425261	2.674573841	2.88782387	Healthy
ADT 37	1.93674125	2.050447641	2.534840168	2.03476406	2.705087456	Healthy
VGD 59	2.423324598	2.639415649	2.820859645	2.040564497	2.511236994	Healthy
ABC-101	2.588792527	2.532949706	1.995114475	2.881862653	3.05320666	Salinity_Stress
BPT 5204 (Sona Masuri)	2.43575356	1.82844925	2.165450038	2.075379725	2.998671044	Healthy
XYZ-202	3.077831732	3.220748579	2.407933152	2.200557005	2.95157043	Drought_Stress
MDU 5	2.36	2.54	2.22	2.19	2.74	Healthy
XYZ-202	3.300733051	3.184076783	1.974395691	3.039733056	2.666812667	Drought_Stress
Swarna	2.68	2.63	2.56	3.11	3.29	Salinity_Stress
XYZ-202	3.110237506	3.422923356	2.26510839	2.019601796	2.471243058	Drought_Stress
LMN-404	3.24	3.12	2	2.09	3.44	Drought_Stress
IR 20	2.423050436	3.039593566	2.497296089	2.946153983	3.030195667	Salinity_Stress
PMK 3 (Ponmani)	2.222186822	1.938614327	2.673887259	2.034583369	2.722787674	Healthy
CO 43	3.277607557	3.334446126	2.692088136	2.815349987	2.400828286	Drought_Stress
ADT 45	3.009243243	3.13123471	2.207863359	2.93739118	3.213192863	Salinity_Stress
ADT 45	2.151202051	2.403039989	2.510124919	3.026952731	3.087385192	Salinity_Stress
ADT 37	2.300605186	2.634807675	2.231727102	3.150144703	3.128891912	Salinity_Stress
ADT 45	3.165482463	3.378270434	2.720505979	3.098889436	3.297312182	Salinity_Stress
TKM 9	2.730806598	3.07913078	2.424080985	2.992402251	3.122342402	Salinity_Stress
IR 64	2.500023665	2.256995538	2.981403089	2.013840754	2.712499761	Salinity_Stress
BPT 5204 (Sona Masuri)	2.115669715	2.218532927	2.103795322	2.472257728	2.944719584	Healthy
IR 64	3.42	3.46	2.94	2.12	3.13	Drought_Stress
TRY 3 (Trichy 3)	2.501004977	2.675872308	2.989106626	2.682986652	2.427490716	Healthy
LMN-404	3.388385688	3.784924818	1.930237643	2.854071623	3.350648476	Healthy
LMN-404	2.240525797	2.326630531	2.683852324	2.575110945	2.542959583	Healthy
TKM 9	2.645313597	3.619569798	2.287396617	3.140848812	3.018561023	Salinity_Stress
TRY 1 (Trichy 1)	3.01	3.52	2.54	2.54	2.79	Drought_Stress
MDU 5	2.227282139	3.291961748	2.397137505	3.055791895	3.209465114	Salinity_Stress
ADT 45	2.986379198	3.012988206	2.845093437	3.130739107	2.592808062	Drought_Stress
TRY 1 (Trichy 1)	3.373959862	3.514489835	2.641980534	2.261050995	2.768189304	Drought_Stress
Pusa Basmati 1	2.925681962	2.471565222	2.551834657	2.931554385	3.223108559	Salinity_Stress
ADT 45	3.366778371	3.384833815	2.023742612	2.183576849	2.817589017	Drought_Stress
ABC-101	3.234916303	3.533934445	2.835403368	3.136318732	2.576450568	Drought_Stress
BPT 5204 (Sona Masuri)	2.850797376	3.209925646	2.600918351	2.069787156	2.543818383	Drought_Stress
ADT 37	2.16	1.89	2.22	2.25	2.44	Healthy
PQR-303	1.881022168	1.857336463	2.258876725	2.361642312	2.405483186	Healthy
ADT 45	3.263327617	3.547725552	2.874200178	2.886988624	3.38564931	Healthy
ADT 43	2.081534315	2.747048724	2.601314614	2.415685878	2.779345641	Healthy
CORH 3 (Hybrid Rice)	3.331593058	3.143002826	2.638701583	2.881055508	3.204430155	Drought_Stress
ASD 16	2.8	3.21	2.45	2.34	2.88	Drought_Stress
VGD 59	2.407095562	2.64464765	2.80341295	2.027977076	2.502567487	Healthy
MDU 5	2.49094332	2.555899199	2.485498705	2.488432085	2.693829494	Healthy
ADT 45	2.57	3.12	2.66	3.04	3.32	Salinity_Stress
IR 64	3.039291098	3.419828961	2.922974464	3.001719743	2.53416861	Drought_Stress
Jaya	2.857388288	3.220077742	2.081186802	2.752633647	3.008194689	Drought_Stress
ADT 37	2.020406078	2.018875622	2.253711053	3.010733825	3.281722842	Salinity_Stress
PQR-303	3.225339867	3.390298326	2.131543746	2.92132056	2.792439227	Drought_Stress
TKM 9	2.01919105	2.214981068	2.0964601	2.044371838	2.469466998	Healthy
MDU 5	2.845851097	1.916505547	2.97729402	2.992222296	3.169986482	Salinity_Stress
Jaya	3.275125806	2.099020862	2.507799588	2.827245246	3.112432124	Salinity_Stress
PMK 3 (Ponmani)	1.931626314	2.154656269	2.809021562	2.177769675	2.645251964	Healthy
IR 20	3.25	3.3	2.89	2.82	2.6	Drought_Stress
ADT 43	3.256520855	3.211280722	2.905957096	2.393724241	2.990205549	Drought_Stress
ADT 37	2.090484588	2.82304921	2.857252669	2.014026234	2.80858097	Healthy
ADT 43	3.45	3.6	2.58	3.11	3.16	Salinity_Stress
CORH 3 (Hybrid Rice)	3.5	3.39	2.49	2.24	2.41	Drought_Stress
ASD 16	2.416109142	1.819742401	1.988392457	2.213471041	2.716280633	Healthy
ADT 43	2.93	3.37	2.76	2.17	2.43	Drought_Stress
IR 50	2.952422968	3.794327019	2.088960173	2.948610137	3.464113005	Salinity_Stress
White Ponni	3.49	3.15	2.87	2.05	2.8	Drought_Stress
LMN-404	2.82	3.31	2.9	2.83	3.48	Salinity_Stress
VGD 59	3.24	3.18	2.42	2.99	3.28	Drought_Stress
ASD 16	1.86	2.71	2.16	2.49	2.75	Healthy
MDU 5	2.813212846	1.915937162	3.001657687	2.980791677	3.176485056	Salinity_Stress
Jaya	2.622207927	2.056754729	2.21790402	3.124523073	3.433976348	Salinity_Stress
MDU 5	3.182092392	2.155733158	2.20886307	3.15236903	3.158285501	Salinity_Stress
PMK 3 (Ponmani)	1.97	1.86	2.02	2.83	3.33	Salinity_Stress
IR 50	2.86	3.69	2.85	2.78	2.92	Drought_Stress
ADT 43	3.096027449	3.509784183	2.530787196	3.122749221	3.387978479	Salinity_Stress
ASD 16	2.089612528	2.790987461	2.754481432	2.097184156	2.472158556	Healthy
CORH 3 (Hybrid Rice)	2.045213347	2.07472039	2.145517433	2.367449345	2.965365918	Healthy
ADT 45	3.37739295	3.564746321	1.939172999	3.070689971	3.481664446	Salinity_Stress
LMN-404	2.410557622	2.553648046	2.17953493	2.56107829	2.866805189	Healthy
TRY 1 (Trichy 1)	2.414368864	2.353960649	2.822612799	3.076834955	3.510509417	Healthy
PMK 3 (Ponmani)	2.002641393	1.908063839	2.249082584	2.877082229	3.15787657	Salinity_Stress
IR 36	2.058371158	2.634509058	2.083709512	3.145244826	3.023617847	Salinity_Stress
PMK 3 (Ponmani)	2.491860791	2.146114118	2.599552738	2.035330545	2.962919185	Healthy
ASD 16	2.04	2.67	2.23	2.26	2.75	Healthy
IR 36	1.93	2.13	2.62	2.15	2.64	Healthy
IR 64	3.105372638	3.677730411	2.19419009	2.411710017	2.778890342	Drought_Stress
ADT 43	3.079858663	3.212234495	2.548854056	3.150522717	3.074155203	Salinity_Stress
CO 43	2.892422844	3.739663286	2.736631159	2.144622485	2.866624411	Drought_Stress
CO 43	1.9	2.32	2.4	2.02	2.53	Healthy
White Ponni	3.344784593	3.723817535	1.914356785	2.877112953	3.411097493	Drought_Stress
IR 20	3.159625143	3.221432514	2.51505552	2.086761009	3.32956555	Drought_Stress
LMN-404	3.31	3.32	2.38	2.53	2.95	Drought_Stress
TKM 9	3.159797221	3.16636437	2.269693904	2.827150643	2.606020476	Drought_Stress
ADT 37	3.113659569	2.03917145	2.079518677	3.027128397	3.051934119	Salinity_Stress
ADT 37	2.969192046	2.295579395	2.856715804	2.889699091	3.069041043	Salinity_Stress
TRY 3 (Trichy 3)	2.6	2.02	1.94	2.99	3.48	Salinity_Stress
VGD 59	2.072506189	2.141601538	2.890409837	2.652045671	2.909570141	Healthy
LMN-404	3.011833383	2.047772649	2.300901138	3.206760779	3.130783956	Salinity_Stress
White Ponni	3.204965336	3.280919808	2.624921938	3.143552468	3.490032466	Drought_Stress
IR 36	1.940735782	3.614026913	2.71653194	3.1194698	3.252588902	Salinity_Stress
ADT 43	3.466359889	3.602532831	2.577673244	3.117992487	3.171471907	Salinity_Stress
VGD 59	3.32	3.53	2.06	3.06	3.22	Drought_Stress
IR 20	1.896705873	2.058855767	2.649969379	2.267018104	2.657216798	Healthy
IR 20	2.826794226	3.576160283	2.152274148	3.194792688	3.400960128	Salinity_Stress
IR 20	2.679354201	2.68152516	2.57994613	3.093117119	3.176769139	Salinity_Stress
CORH 3 (Hybrid Rice)	3.288803892	3.188426503	2.446871465	2.649182845	3.063468779	Drought_Stress
IR 64	3.474720216	3.067094096	2.355077429	2.581986623	2.467806506	Drought_Stress
Jaya	2.477357006	2.723256351	1.946596813	2.03462117	2.382253913	Healthy
ADT 37	1.786306986	1.923787855	2.20065447	2.010566534	2.657856446	Healthy
ADT 43	1.868906983	2.001458825	2.154011185	3.069439973	3.308279778	Salinity_Stress
ADT 43	3.111744577	3.366041251	2.006817272	2.89550898	3.076077599	Drought_Stress
IR 36	3.45	3.24	2.83	2.71	3.12	Drought_Stress
Jaya	2.926866788	3.128493296	1.987845381	2.583034565	2.611205227	Drought_Stress
IR 20	3.057721786	2.709285087	2.239977256	2.861061884	3.495231308	Salinity_Stress
IR 64	2.422165852	2.291131089	2.700967939	2.49575794	2.491340004	Healthy
TKM 9	2.34314243	1.870821369	2.079046697	2.847431458	3.409640599	Salinity_Stress
CO 43	2.297134394	1.832703129	2.96364151	2.607118741	2.628146755	Healthy
TRY 1 (Trichy 1)	1.859682543	2.376455781	2.248983134	2.2647993	2.459487536	Healthy
ABC-101	3.135679614	2.172245895	1.889316447	2.847760819	3.009639103	Drought_Stress
White Ponni	3.156099583	3.274245186	2.049333482	2.266062878	2.67543968	Drought_Stress
CO 43	3.2	3.68	2.73	2.76	2.44	Drought_Stress
TKM 9	2.978486545	3.212188816	2.674767809	2.844569589	2.633496429	Drought_Stress
ASD 16	1.808827442	3.330551932	2.011574858	2.824821479	3.136714834	Salinity_Stress
ABC-101	2.981916321	3.013050298	2.227212378	2.791250224	3.434956743	Drought_Stress
IR 36	2.12	2.53	2.25	2.5	2.6	Healthy
ADT 37	3.20107511	3.183300342	2.616065954	2.715549923	2.747339273	Drought_Stress
MDU 5	2.271272471	2.051231507	2.082150398	2.148177862	2.992346887	Healthy
CORH 3 (Hybrid Rice)	3	3.07	2.9	2.22	3.37	Drought_Stress
TRY 1 (Trichy 1)	3.43957856	3.044201188	2.916345937	2.51856821	2.952047154	Drought_Stress
XYZ-202	2.206662141	1.889554326	2.788554106	2.048761762	2.951933547	Healthy
White Ponni	3.2	3.3	2.61	3.13	3.49	Drought_Stress
ADT 45	3.277029226	3.570169811	2.838697936	3.140655743	2.957552207	Drought_Stress
PQR-303	3.416762889	3.304167605	2.636095748	2.081259343	2.52347227	Drought_Stress
ADT 45	2.276304262	2.687157427	2.928510444	2.38195316	2.484800568	Healthy
BPT 5204 (Sona Masuri)	2.983344457	2.272621901	1.968036185	3.140672061	3.19724212	Salinity_Stress
ABC-101	3.263204313	3.264500579	2.167567076	2.930265388	3.488034331	Salinity_Stress
Pusa Basmati 1	2.165511955	2.370428397	2.850673989	2.851269907	3.419377543	Salinity_Stress
VGD 59	3.11889485	2.672514564	2.310869569	2.898697994	3.368943026	Salinity_Stress
IR 36	3.018925223	3.189556708	2.031706579	2.280997913	3.281440455	Drought_Stress
LMN-404	1.951385306	2.429826576	2.04027871	2.051594985	2.69283429	Healthy
White Ponni	2.988841486	3.134397607	2.688911823	2.800941644	2.809861006	Drought_Stress
PMK 3 (Ponmani)	3.160187836	3.141003396	2.02510403	2.626119427	3.469282733	Drought_Stress
BPT 5204 (Sona Masuri)	2.189126569	2.403963838	2.311353949	2.940986214	3.38275846	Salinity_Stress
ABC-101	2.603471006	2.689967176	2.829384659	3.170486585	3.385214607	Salinity_Stress
ADT 43	1.992324254	1.799216516	1.908964095	2.380809508	2.87596858	Healthy
